code,name,year,industry,soe,size,lev,age,roa,rd_intensity,latent_shortterm,source
300041,东电子实业,2022,医药制造,0,22.398,0.456,11,-0.012,4.106,0.3926,演示语料（程序化合成，接口见01脚本real模式）
300041,东电子实业,2023,医药制造,0,22.496,0.469,12,0.023,3.778,0.1593,演示语料（程序化合成，接口见01脚本real模式）
600042,宏精工科技,2019,化学原料制造,0,20.508,0.237,15,0.06,1.564,0.8634,演示语料（程序化合成，接口见01脚本real模式）
600042,宏精工科技,2020,化学原料制造,0,20.406,0.307,16,0.063,2.543,0.3735,演示语料（程序化合成，接口见01脚本real模式）
600042,宏精工科技,2021,化学原料制造,0,20.341,0.597,17,-0.005,2.777,0.0977,演示语料（程序化合成，接口见01脚本real模式）
600042,宏精工科技,2022,化学原料制造,0,20.391,0.358,18,0.118,3.441,0.0458,演示语料（程序化合成，接口见01脚本real模式）
600042,宏精工科技,2023,化学原料制造,0,20.392,0.549,19,0.039,3.634,-0.123,演示语料（程序化合成，接口见01脚本real模式）
000043,北智控科技,2019,汽车零部件制造,0,21.328,0.6,8,0.037,5.754,-0.8839,演示语料（程序化合成，接口见01脚本real模式）
000043,北智控科技,2020,汽车零部件制造,0,21.61,0.742,9,0.112,5.057,-0.7944,演示语料（程序化合成，接口见01脚本real模式）
000043,北智控科技,2021,汽车零部件制造,0,21.156,0.512,10,0.052,4.208,-0.5016,演示语料（程序化合成，接口见01脚本real模式）
000043,北智控科技,2022,汽车零部件制造,0,21.429,0.353,11,0.053,4.224,-0.0668,演示语料（程序化合成，接口见01脚本real模式）
000043,北智控科技,2023,汽车零部件制造,0,21.608,0.241,12,-0.009,4.4,-0.1251,演示语料（程序化合成，接口见01脚本real模式）
300044,华新材股份,2019,汽车零部件制造,0,19.931,0.192,16,0.065,3.42,-0.3576,演示语料（程序化合成，接口见01脚本real模式）
300044,华新材股份,2020,汽车零部件制造,0,19.785,0.229,17,0.037,3.117,-0.1397,演示语料（程序化合成，接口见01脚本real模式）
300044,华新材股份,2021,汽车零部件制造,0,20.023,0.05,18,0.119,4.02,-0.4403,演示语料（程序化合成，接口见01脚本real模式）
300044,华新材股份,2022,汽车零部件制造,0,20.251,0.379,19,-0.012,3.049,-0.4277,演示语料（程序化合成，接口见01脚本real模式）
300044,华新材股份,2023,汽车零部件制造,0,20.279,0.481,20,0.016,4.14,-0.3441,演示语料（程序化合成，接口见01脚本real模式）
600045,瑞环科制造,2019,医药制造,0,22.566,0.429,10,-0.027,3.819,0.9405,演示语料（程序化合成，接口见01脚本real模式）
600045,瑞环科制造,2020,医药制造,0,22.322,0.207,11,0.023,4.087,0.2074,演示语料（程序化合成，接口见01脚本real模式）
600045,瑞环科制造,2021,医药制造,0,22.635,0.524,12,0.089,4.899,-0.3504,演示语料（程序化合成，接口见01脚本real模式）
600045,瑞环科制造,2022,医药制造,0,22.457,0.462,13,0.014,4.215,-0.0799,演示语料（程序化合成，接口见01脚本real模式）
600045,瑞环科制造,2023,医药制造,0,22.626,0.318,14,0.117,4.735,0.2462,演示语料（程序化合成，接口见01脚本real模式）
000046,瑞新材股份,2019,电子元器件制造,0,20.546,0.531,22,-0.013,4.029,-0.3234,演示语料（程序化合成，接口见01脚本real模式）
000046,瑞新材股份,2020,电子元器件制造,0,20.295,0.356,23,0.015,2.573,0.1884,演示语料（程序化合成，接口见01脚本real模式）
000046,瑞新材股份,2021,电子元器件制造,0,20.78,0.665,24,0.01,3.929,0.364,演示语料（程序化合成，接口见01脚本real模式）
000046,瑞新材股份,2022,电子元器件制造,0,20.853,0.367,25,0.077,3.421,0.3531,演示语料（程序化合成，接口见01脚本real模式）
000046,瑞新材股份,2023,电子元器件制造,0,20.544,0.596,26,-0.012,1.876,0.5467,演示语料（程序化合成，接口见01脚本real模式）
300047,天精工实业,2019,医药制造,0,18.935,0.355,25,-0.044,6.506,-1.357,演示语料（程序化合成，接口见01脚本real模式）
300047,天精工实业,2020,医药制造,0,19.084,0.466,26,-0.041,4.099,-1.0355,演示语料（程序化合成，接口见01脚本real模式）
300047,天精工实业,2021,医药制造,0,19.088,0.403,27,0.06,2.788,-0.5506,演示语料（程序化合成，接口见01脚本real模式）
300047,天精工实业,2022,医药制造,0,19.449,0.38,28,0.187,1.876,-0.8197,演示语料（程序化合成，接口见01脚本real模式）
300047,天精工实业,2023,医药制造,0,19.285,0.365,29,-0.094,4.713,-0.4685,演示语料（程序化合成，接口见01脚本real模式）
600048,中智控股份,2019,专用设备制造,0,21.499,0.298,18,0.135,4.022,-0.2621,演示语料（程序化合成，接口见01脚本real模式）
600048,中智控股份,2020,专用设备制造,0,21.476,0.559,19,0.061,3.484,-0.1435,演示语料（程序化合成，接口见01脚本real模式）
600048,中智控股份,2021,专用设备制造,0,21.66,0.518,20,-0.008,4.294,0.0734,演示语料（程序化合成，接口见01脚本real模式）
600048,中智控股份,2022,专用设备制造,0,21.927,0.383,21,0.066,5.465,-0.3592,演示语料（程序化合成，接口见01脚本real模式）
600048,中智控股份,2023,专用设备制造,0,21.794,0.382,22,-0.0,5.037,-0.3525,演示语料（程序化合成，接口见01脚本real模式）
000049,南智造股份,2019,汽车零部件制造,1,22.136,0.535,17,0.039,2.24,0.9778,演示语料（程序化合成，接口见01脚本real模式）
000049,南智造股份,2020,汽车零部件制造,1,22.466,0.39,18,-0.011,2.799,0.6543,演示语料（程序化合成，接口见01脚本real模式）
000049,南智造股份,2021,汽车零部件制造,1,22.433,0.233,19,0.146,5.089,-0.0851,演示语料（程序化合成，接口见01脚本real模式）
000049,南智造股份,2022,汽车零部件制造,1,22.574,0.382,20,0.017,4.462,0.3394,演示语料（程序化合成，接口见01脚本real模式）
000049,南智造股份,2023,汽车零部件制造,1,22.427,0.157,21,0.058,4.555,-0.0116,演示语料（程序化合成，接口见01脚本real模式）
300050,华智造科技,2019,医药制造,0,21.595,0.391,6,0.11,3.824,-0.3528,演示语料（程序化合成，接口见01脚本real模式）
300050,华智造科技,2020,医药制造,0,21.523,0.391,7,0.023,4.389,-0.202,演示语料（程序化合成，接口见01脚本real模式）
300050,华智造科技,2021,医药制造,0,21.866,0.337,8,0.073,5.061,0.4543,演示语料（程序化合成，接口见01脚本real模式）
300050,华智造科技,2022,医药制造,0,21.813,0.493,9,0.144,3.688,0.117,演示语料（程序化合成，接口见01脚本real模式）
300050,华智造科技,2023,医药制造,0,21.72,0.247,10,0.047,5.051,0.3216,演示语料（程序化合成，接口见01脚本real模式）
600051,泰精工制造,2019,电子元器件制造,1,21.511,0.586,6,0.012,3.262,0.3048,演示语料（程序化合成，接口见01脚本real模式）
600051,泰精工制造,2020,电子元器件制造,1,21.594,0.302,7,0.115,3.995,-0.0108,演示语料（程序化合成，接口见01脚本real模式）
600051,泰精工制造,2021,电子元器件制造,1,21.749,0.281,8,0.041,3.043,-0.0505,演示语料（程序化合成，接口见01脚本real模式）
600051,泰精工制造,2022,电子元器件制造,1,21.602,0.455,9,-0.032,3.516,-0.1218,演示语料（程序化合成，接口见01脚本real模式）
600051,泰精工制造,2023,电子元器件制造,1,21.429,0.39,10,0.024,2.793,-0.1933,演示语料（程序化合成，接口见01脚本real模式）
000052,瑞智造制造,2019,化学原料制造,0,20.746,0.291,19,-0.015,3.603,0.1249,演示语料（程序化合成，接口见01脚本real模式）
000052,瑞智造制造,2020,化学原料制造,0,20.679,0.411,20,0.018,4.959,-0.1531,演示语料（程序化合成，接口见01脚本real模式）
000052,瑞智造制造,2021,化学原料制造,0,20.549,0.451,21,0.02,3.763,-0.2275,演示语料（程序化合成，接口见01脚本real模式）
000052,瑞智造制造,2022,化学原料制造,0,20.784,0.58,22,0.102,5.21,-0.1268,演示语料（程序化合成，接口见01脚本real模式）
000052,瑞智造制造,2023,化学原料制造,0,20.793,0.344,23,0.064,4.27,-0.2027,演示语料（程序化合成，接口见01脚本real模式）
300053,康新材制造,2019,专用设备制造,0,22.489,0.63,9,0.052,4.753,0.6763,演示语料（程序化合成，接口见01脚本real模式）
300053,康新材制造,2020,专用设备制造,0,22.336,0.471,10,0.03,4.99,0.5082,演示语料（程序化合成，接口见01脚本real模式）
300053,康新材制造,2021,专用设备制造,0,22.879,0.479,11,-0.04,5.963,0.2542,演示语料（程序化合成，接口见01脚本real模式）
300053,康新材制造,2022,专用设备制造,0,22.642,0.655,12,-0.016,4.141,-0.3089,演示语料（程序化合成，接口见01脚本real模式）
300053,康新材制造,2023,专用设备制造,0,22.901,0.47,13,0.042,6.66,-0.4476,演示语料（程序化合成，接口见01脚本real模式）
600054,恒精工股份,2019,专用设备制造,0,21.433,0.445,25,0.026,2.014,0.2685,演示语料（程序化合成，接口见01脚本real模式）
600054,恒精工股份,2020,专用设备制造,0,21.461,0.597,26,0.063,4.376,-0.3828,演示语料（程序化合成，接口见01脚本real模式）
600054,恒精工股份,2021,专用设备制造,0,21.389,0.544,27,0.036,4.395,-0.2294,演示语料（程序化合成，接口见01脚本real模式）
600054,恒精工股份,2022,专用设备制造,0,21.552,0.569,28,0.044,5.151,0.0344,演示语料（程序化合成，接口见01脚本real模式）
600054,恒精工股份,2023,专用设备制造,0,21.423,0.36,29,0.075,3.942,0.0092,演示语料（程序化合成，接口见01脚本real模式）
000055,东装备科技,2019,医药制造,1,22.499,0.477,22,0.11,4.432,-0.113,演示语料（程序化合成，接口见01脚本real模式）
000055,东装备科技,2020,医药制造,1,22.424,0.365,23,0.04,4.161,0.1601,演示语料（程序化合成，接口见01脚本real模式）
000055,东装备科技,2021,医药制造,1,22.546,0.328,24,0.084,3.962,0.4688,演示语料（程序化合成，接口见01脚本real模式）
000055,东装备科技,2022,医药制造,1,22.555,0.521,25,-0.02,2.712,0.1758,演示语料（程序化合成，接口见01脚本real模式）
000055,东装备科技,2023,医药制造,1,22.607,0.715,26,-0.006,3.842,0.2579,演示语料（程序化合成，接口见01脚本real模式）
300056,瑞电子制造,2019,化学原料制造,1,23.828,0.476,25,0.134,4.449,0.8693,演示语料（程序化合成，接口见01脚本real模式）
300056,瑞电子制造,2020,化学原料制造,1,23.929,0.474,26,0.107,5.502,0.336,演示语料（程序化合成，接口见01脚本real模式）
300056,瑞电子制造,2021,化学原料制造,1,23.787,0.388,27,-0.041,4.052,0.1991,演示语料（程序化合成，接口见01脚本real模式）
300056,瑞电子制造,2022,化学原料制造,1,23.987,0.652,28,0.064,4.564,0.154,演示语料（程序化合成，接口见01脚本real模式）
300056,瑞电子制造,2023,化学原料制造,1,24.106,0.69,29,0.226,3.945,0.2713,演示语料（程序化合成，接口见01脚本real模式）
600057,北医化股份,2019,专用设备制造,0,21.521,0.419,10,0.075,1.59,1.6582,演示语料（程序化合成，接口见01脚本real模式）
600057,北医化股份,2020,专用设备制造,0,21.506,0.446,11,0.081,2.836,1.3978,演示语料（程序化合成，接口见01脚本real模式）
600057,北医化股份,2021,专用设备制造,0,21.221,0.238,12,0.067,2.953,1.1185,演示语料（程序化合成，接口见01脚本real模式）
600057,北医化股份,2022,专用设备制造,0,21.841,0.498,13,0.023,4.466,0.4696,演示语料（程序化合成，接口见01脚本real模式）
600057,北医化股份,2023,专用设备制造,0,21.857,0.413,14,0.066,4.115,0.4321,演示语料（程序化合成，接口见01脚本real模式）
000058,泰电子科技,2019,专用设备制造,0,23.415,0.397,12,-0.029,4.719,-0.5842,演示语料（程序化合成，接口见01脚本real模式）
000058,泰电子科技,2020,专用设备制造,0,23.352,0.156,13,0.065,4.567,0.1379,演示语料（程序化合成，接口见01脚本real模式）
000058,泰电子科技,2021,专用设备制造,0,23.409,0.493,14,0.094,5.063,0.4579,演示语料（程序化合成，接口见01脚本real模式）
000058,泰电子科技,2022,专用设备制造,0,23.351,0.309,15,0.048,4.581,0.7881,演示语料（程序化合成，接口见01脚本real模式）
000058,泰电子科技,2023,专用设备制造,0,23.552,0.231,16,0.095,3.216,0.9878,演示语料（程序化合成，接口见01脚本real模式）
300059,中电子科技,2019,电子元器件制造,0,21.909,0.314,25,0.052,6.753,-0.9579,演示语料（程序化合成，接口见01脚本real模式）
300059,中电子科技,2020,电子元器件制造,0,21.986,0.494,26,0.054,5.606,-0.3647,演示语料（程序化合成，接口见01脚本real模式）
300059,中电子科技,2021,电子元器件制造,0,22.366,0.598,27,0.084,5.208,-0.8242,演示语料（程序化合成，接口见01脚本real模式）
300059,中电子科技,2022,电子元器件制造,0,22.464,0.453,28,0.034,5.854,-0.6631,演示语料（程序化合成，接口见01脚本real模式）
300059,中电子科技,2023,电子元器件制造,0,22.105,0.588,29,-0.012,5.892,-1.2561,演示语料（程序化合成，接口见01脚本real模式）
600060,北环科科技,2019,汽车零部件制造,0,21.573,0.568,24,0.052,2.639,0.0009,演示语料（程序化合成，接口见01脚本real模式）
600060,北环科科技,2020,汽车零部件制造,0,21.448,0.389,25,0.118,3.503,0.02,演示语料（程序化合成，接口见01脚本real模式）
600060,北环科科技,2021,汽车零部件制造,0,21.538,0.512,26,0.047,2.772,0.3969,演示语料（程序化合成，接口见01脚本real模式）
600060,北环科科技,2022,汽车零部件制造,0,21.437,0.594,27,-0.031,5.203,0.764,演示语料（程序化合成，接口见01脚本real模式）
600060,北环科科技,2023,汽车零部件制造,0,21.786,0.506,28,0.108,2.167,0.4813,演示语料（程序化合成，接口见01脚本real模式）
000061,东智控科技,2019,医药制造,1,20.853,0.443,12,0.021,2.601,0.4341,演示语料（程序化合成，接口见01脚本real模式）
000061,东智控科技,2020,医药制造,1,20.692,0.366,13,0.042,3.449,-0.3392,演示语料（程序化合成，接口见01脚本real模式）
000061,东智控科技,2021,医药制造,1,21.083,0.422,14,-0.05,4.666,-0.6335,演示语料（程序化合成，接口见01脚本real模式）
000061,东智控科技,2022,医药制造,1,21.258,0.326,15,0.072,4.008,-0.5264,演示语料（程序化合成，接口见01脚本real模式）
000061,东智控科技,2023,医药制造,1,21.354,0.406,16,0.082,3.715,-0.6501,演示语料（程序化合成，接口见01脚本real模式）
300062,华光电股份,2019,医药制造,0,21.564,0.696,9,0.029,5.285,-0.8871,演示语料（程序化合成，接口见01脚本real模式）
300062,华光电股份,2020,医药制造,0,21.629,0.36,10,-0.002,6.012,-1.1499,演示语料（程序化合成，接口见01脚本real模式）
300062,华光电股份,2021,医药制造,0,21.468,0.399,11,0.022,5.144,-0.7403,演示语料（程序化合成，接口见01脚本real模式）
300062,华光电股份,2022,医药制造,0,21.451,0.374,12,-0.049,3.461,-0.8403,演示语料（程序化合成，接口见01脚本real模式）
300062,华光电股份,2023,医药制造,0,21.664,0.38,13,0.037,4.262,-0.7664,演示语料（程序化合成，接口见01脚本real模式）
600063,华智控制造,2019,医药制造,0,22.101,0.249,9,-0.041,1.648,0.969,演示语料（程序化合成，接口见01脚本real模式）
600063,华智控制造,2020,医药制造,0,21.563,0.432,10,0.094,3.961,0.3114,演示语料（程序化合成，接口见01脚本real模式）
600063,华智控制造,2021,医药制造,0,21.891,0.595,11,-0.021,5.06,0.0413,演示语料（程序化合成，接口见01脚本real模式）
600063,华智控制造,2022,医药制造,0,22.016,0.304,12,0.024,2.852,0.2708,演示语料（程序化合成，接口见01脚本real模式）
600063,华智控制造,2023,医药制造,0,22.119,0.764,13,0.062,3.82,0.0976,演示语料（程序化合成，接口见01脚本real模式）
000064,北新材实业,2019,医药制造,0,22.329,0.296,10,0.087,7.519,-0.3455,演示语料（程序化合成，接口见01脚本real模式）
000064,北新材实业,2020,医药制造,0,22.302,0.371,11,0.003,4.484,0.0681,演示语料（程序化合成，接口见01脚本real模式）
000064,北新材实业,2021,医药制造,0,22.49,0.482,12,0.05,4.896,0.1198,演示语料（程序化合成，接口见01脚本real模式）
000064,北新材实业,2022,医药制造,0,22.39,0.502,13,0.048,4.875,0.2565,演示语料（程序化合成，接口见01脚本real模式）
000064,北新材实业,2023,医药制造,0,22.659,0.51,14,0.016,3.123,0.2913,演示语料（程序化合成，接口见01脚本real模式）
300065,宏新材科技,2019,汽车零部件制造,0,22.248,0.333,20,0.116,4.827,0.2191,演示语料（程序化合成，接口见01脚本real模式）
300065,宏新材科技,2020,汽车零部件制造,0,22.412,0.672,21,-0.047,4.658,-0.1691,演示语料（程序化合成，接口见01脚本real模式）
300065,宏新材科技,2021,汽车零部件制造,0,22.63,0.817,22,0.068,4.274,-0.0858,演示语料（程序化合成，接口见01脚本real模式）
300065,宏新材科技,2022,汽车零部件制造,0,22.382,0.317,23,0.099,3.415,-0.1117,演示语料（程序化合成，接口见01脚本real模式）
300065,宏新材科技,2023,汽车零部件制造,0,22.738,0.541,24,0.059,6.879,-0.2645,演示语料（程序化合成，接口见01脚本real模式）
600066,晟医化实业,2019,汽车零部件制造,1,22.378,0.723,10,0.103,4.755,-0.0726,演示语料（程序化合成，接口见01脚本real模式）
600066,晟医化实业,2020,汽车零部件制造,1,22.528,0.458,11,0.067,3.517,0.2209,演示语料（程序化合成，接口见01脚本real模式）
600066,晟医化实业,2021,汽车零部件制造,1,22.401,0.24,12,0.028,3.984,0.1433,演示语料（程序化合成，接口见01脚本real模式）
600066,晟医化实业,2022,汽车零部件制造,1,22.409,0.38,13,0.032,3.371,0.3347,演示语料（程序化合成，接口见01脚本real模式）
600066,晟医化实业,2023,汽车零部件制造,1,22.45,0.552,14,0.082,4.538,-0.185,演示语料（程序化合成，接口见01脚本real模式）
000067,晟动力实业,2019,医药制造,0,23.707,0.565,22,0.071,4.012,0.974,演示语料（程序化合成，接口见01脚本real模式）
000067,晟动力实业,2020,医药制造,0,23.57,0.374,23,0.06,3.866,0.7739,演示语料（程序化合成，接口见01脚本real模式）
000067,晟动力实业,2021,医药制造,0,23.357,0.476,24,0.059,4.568,-0.1777,演示语料（程序化合成，接口见01脚本real模式）
000067,晟动力实业,2022,医药制造,0,23.556,0.386,25,0.006,4.514,-0.3051,演示语料（程序化合成，接口见01脚本real模式）
000067,晟动力实业,2023,医药制造,0,23.711,0.561,26,0.081,5.572,-0.141,演示语料（程序化合成，接口见01脚本real模式）
300068,恒医化股份,2019,汽车零部件制造,0,21.444,0.628,21,0.121,3.538,-0.2791,演示语料（程序化合成，接口见01脚本real模式）
300068,恒医化股份,2020,汽车零部件制造,0,21.325,0.109,22,0.002,3.814,-0.0168,演示语料（程序化合成，接口见01脚本real模式）
300068,恒医化股份,2021,汽车零部件制造,0,21.453,0.465,23,0.076,5.305,-0.4177,演示语料（程序化合成，接口见01脚本real模式）
300068,恒医化股份,2022,汽车零部件制造,0,21.591,0.632,24,0.016,3.619,-0.1804,演示语料（程序化合成，接口见01脚本real模式）
300068,恒医化股份,2023,汽车零部件制造,0,21.503,0.624,25,0.108,5.34,-0.573,演示语料（程序化合成，接口见01脚本real模式）
600069,天装备实业,2019,医药制造,1,21.313,0.586,17,0.092,4.887,-0.4564,演示语料（程序化合成，接口见01脚本real模式）
600069,天装备实业,2020,医药制造,1,21.554,0.516,18,0.025,4.183,-0.3955,演示语料（程序化合成，接口见01脚本real模式）
600069,天装备实业,2021,医药制造,1,21.5,0.517,19,0.06,2.641,-0.1643,演示语料（程序化合成，接口见01脚本real模式）
600069,天装备实业,2022,医药制造,1,21.469,0.258,20,0.045,5.148,-0.5146,演示语料（程序化合成，接口见01脚本real模式）
600069,天装备实业,2023,医药制造,1,21.622,0.322,21,-0.039,3.019,-0.0031,演示语料（程序化合成，接口见01脚本real模式）
000070,瑞智造制造,2019,汽车零部件制造,0,23.199,0.259,16,0.033,4.798,-0.8233,演示语料（程序化合成，接口见01脚本real模式）
000070,瑞智造制造,2020,汽车零部件制造,0,22.978,0.433,17,0.013,5.637,-0.7383,演示语料（程序化合成，接口见01脚本real模式）
000070,瑞智造制造,2021,汽车零部件制造,0,23.118,0.337,18,0.066,6.039,-0.2235,演示语料（程序化合成，接口见01脚本real模式）
000070,瑞智造制造,2022,汽车零部件制造,0,22.958,0.209,19,0.176,3.716,-0.6651,演示语料（程序化合成，接口见01脚本real模式）
000070,瑞智造制造,2023,汽车零部件制造,0,23.232,0.345,20,-0.006,5.415,-0.3987,演示语料（程序化合成，接口见01脚本real模式）
300071,恒医化科技,2019,专用设备制造,1,23.247,0.189,16,-0.055,4.911,-0.0045,演示语料（程序化合成，接口见01脚本real模式）
300071,恒医化科技,2020,专用设备制造,1,23.04,0.459,17,0.117,3.2,0.6516,演示语料（程序化合成，接口见01脚本real模式）
300071,恒医化科技,2021,专用设备制造,1,23.403,0.617,18,0.047,5.734,0.4175,演示语料（程序化合成，接口见01脚本real模式）
300071,恒医化科技,2022,专用设备制造,1,23.253,0.12,19,-0.019,4.163,0.4421,演示语料（程序化合成，接口见01脚本real模式）
300071,恒医化科技,2023,专用设备制造,1,23.223,0.423,20,0.032,3.937,0.6301,演示语料（程序化合成，接口见01脚本real模式）
600072,泰电子股份,2019,专用设备制造,0,20.748,0.764,13,-0.055,2.342,0.7826,演示语料（程序化合成，接口见01脚本real模式）
600072,泰电子股份,2020,专用设备制造,0,20.828,0.245,14,0.062,2.484,0.8738,演示语料（程序化合成，接口见01脚本real模式）
600072,泰电子股份,2021,专用设备制造,0,20.818,0.609,15,0.055,2.775,0.4278,演示语料（程序化合成，接口见01脚本real模式）
600072,泰电子股份,2022,专用设备制造,0,20.85,0.426,16,0.102,4.577,-0.0465,演示语料（程序化合成，接口见01脚本real模式）
600072,泰电子股份,2023,专用设备制造,0,21.062,0.51,17,0.055,6.152,-0.8496,演示语料（程序化合成，接口见01脚本real模式）
000073,天装备股份,2019,化学原料制造,0,22.021,0.648,21,-0.002,5.321,-0.1801,演示语料（程序化合成，接口见01脚本real模式）
000073,天装备股份,2020,化学原料制造,0,22.428,0.379,22,-0.048,5.38,-0.4589,演示语料（程序化合成，接口见01脚本real模式）
000073,天装备股份,2021,化学原料制造,0,22.259,0.518,23,0.071,3.449,-0.25,演示语料（程序化合成，接口见01脚本real模式）
000073,天装备股份,2022,化学原料制造,0,22.434,0.308,24,0.028,2.837,-0.2532,演示语料（程序化合成，接口见01脚本real模式）
000073,天装备股份,2023,化学原料制造,0,22.608,0.328,25,0.001,2.968,-0.1367,演示语料（程序化合成，接口见01脚本real模式）
300074,康动力制造,2019,专用设备制造,0,20.759,0.629,19,-0.039,4.407,-0.2075,演示语料（程序化合成，接口见01脚本real模式）
300074,康动力制造,2020,专用设备制造,0,20.626,0.713,20,-0.062,5.058,-0.5209,演示语料（程序化合成，接口见01脚本real模式）
300074,康动力制造,2021,专用设备制造,0,20.853,0.239,21,0.053,3.927,-0.211,演示语料（程序化合成，接口见01脚本real模式）
300074,康动力制造,2022,专用设备制造,0,20.772,0.339,22,-0.007,1.679,0.5829,演示语料（程序化合成，接口见01脚本real模式）
300074,康动力制造,2023,专用设备制造,0,20.829,0.657,23,0.043,2.865,0.6837,演示语料（程序化合成，接口见01脚本real模式）
600075,恒动力实业,2019,医药制造,1,20.384,0.594,11,-0.011,4.071,0.3064,演示语料（程序化合成，接口见01脚本real模式）
600075,恒动力实业,2020,医药制造,1,20.584,0.348,12,0.013,3.154,0.5329,演示语料（程序化合成，接口见01脚本real模式）
600075,恒动力实业,2021,医药制造,1,20.652,0.496,13,0.048,3.495,0.5295,演示语料（程序化合成，接口见01脚本real模式）
600075,恒动力实业,2022,医药制造,1,20.908,0.226,14,-0.0,4.53,0.4307,演示语料（程序化合成，接口见01脚本real模式）
600075,恒动力实业,2023,医药制造,1,20.949,0.291,15,-0.043,0.744,0.8813,演示语料（程序化合成，接口见01脚本real模式）
000076,东智控实业,2019,医药制造,0,22.18,0.498,16,0.019,6.975,-0.3036,演示语料（程序化合成，接口见01脚本real模式）
000076,东智控实业,2020,医药制造,0,22.222,0.417,17,0.062,4.659,0.1985,演示语料（程序化合成，接口见01脚本real模式）
000076,东智控实业,2021,医药制造,0,21.982,0.45,18,-0.048,4.159,-0.0255,演示语料（程序化合成，接口见01脚本real模式）
000076,东智控实业,2022,医药制造,0,22.239,0.462,19,0.001,5.053,-0.3744,演示语料（程序化合成，接口见01脚本real模式）
000076,东智控实业,2023,医药制造,0,22.053,0.464,20,0.056,5.104,0.2688,演示语料（程序化合成，接口见01脚本real模式）
300077,晟环科制造,2019,电子元器件制造,1,21.755,0.509,14,-0.006,3.242,0.8727,演示语料（程序化合成，接口见01脚本real模式）
300077,晟环科制造,2020,电子元器件制造,1,21.746,0.602,15,0.009,3.738,0.69,演示语料（程序化合成，接口见01脚本real模式）
300077,晟环科制造,2021,电子元器件制造,1,21.808,0.419,16,0.083,4.965,0.2208,演示语料（程序化合成，接口见01脚本real模式）
300077,晟环科制造,2022,电子元器件制造,1,21.981,0.319,17,0.021,4.676,0.3871,演示语料（程序化合成，接口见01脚本real模式）
300077,晟环科制造,2023,电子元器件制造,1,21.935,0.331,18,0.055,4.645,0.3144,演示语料（程序化合成，接口见01脚本real模式）
600078,华智控科技,2019,电子元器件制造,1,22.092,0.287,14,-0.008,4.463,0.5094,演示语料（程序化合成，接口见01脚本real模式）
600078,华智控科技,2020,电子元器件制造,1,22.243,0.418,15,-0.017,4.03,0.4397,演示语料（程序化合成，接口见01脚本real模式）
600078,华智控科技,2021,电子元器件制造,1,21.907,0.385,16,0.052,2.521,0.1477,演示语料（程序化合成，接口见01脚本real模式）
600078,华智控科技,2022,电子元器件制造,1,22.271,0.496,17,0.092,3.373,-0.1497,演示语料（程序化合成，接口见01脚本real模式）
600078,华智控科技,2023,电子元器件制造,1,22.047,0.535,18,0.164,4.914,-0.4401,演示语料（程序化合成，接口见01脚本real模式）
000079,瑞装备科技,2019,医药制造,0,21.329,0.219,20,0.051,2.996,0.7894,演示语料（程序化合成，接口见01脚本real模式）
000079,瑞装备科技,2020,医药制造,0,21.428,0.484,21,0.036,4.831,0.5167,演示语料（程序化合成，接口见01脚本real模式）
000079,瑞装备科技,2021,医药制造,0,21.199,0.179,22,0.021,4.601,0.1809,演示语料（程序化合成，接口见01脚本real模式）
000079,瑞装备科技,2022,医药制造,0,21.414,0.585,23,-0.064,3.891,0.3511,演示语料（程序化合成，接口见01脚本real模式）
000079,瑞装备科技,2023,医药制造,0,21.339,0.474,24,0.016,1.55,0.5692,演示语料（程序化合成，接口见01脚本real模式）
300080,金医化实业,2019,汽车零部件制造,0,20.983,0.515,9,0.096,1.868,1.916,演示语料（程序化合成，接口见01脚本real模式）
300080,金医化实业,2020,汽车零部件制造,0,21.189,0.271,10,0.07,1.432,1.1842,演示语料（程序化合成，接口见01脚本real模式）
300080,金医化实业,2021,汽车零部件制造,0,21.434,0.345,11,0.094,1.847,1.8241,演示语料（程序化合成，接口见01脚本real模式）
300080,金医化实业,2022,汽车零部件制造,0,21.185,0.419,12,0.031,1.33,1.3914,演示语料（程序化合成，接口见01脚本real模式）
300080,金医化实业,2023,汽车零部件制造,0,21.384,0.44,13,-0.036,3.237,0.804,演示语料（程序化合成，接口见01脚本real模式）
600081,北电子科技,2019,医药制造,0,21.71,0.591,19,0.105,3.36,-0.4054,演示语料（程序化合成，接口见01脚本real模式）
600081,北电子科技,2020,医药制造,0,21.933,0.408,20,0.027,4.091,0.0886,演示语料（程序化合成，接口见01脚本real模式）
600081,北电子科技,2021,医药制造,0,21.872,0.181,21,0.002,3.439,-0.2029,演示语料（程序化合成，接口见01脚本real模式）
600081,北电子科技,2022,医药制造,0,22.057,0.478,22,0.109,6.147,-0.3957,演示语料（程序化合成，接口见01脚本real模式）
600081,北电子科技,2023,医药制造,0,22.105,0.51,23,0.104,4.792,-0.2631,演示语料（程序化合成，接口见01脚本real模式）
000082,天医化实业,2019,汽车零部件制造,1,23.721,0.611,6,-0.009,7.289,-1.4405,演示语料（程序化合成，接口见01脚本real模式）
000082,天医化实业,2020,汽车零部件制造,1,23.333,0.469,7,0.022,7.357,-1.3065,演示语料（程序化合成，接口见01脚本real模式）
