code,year,n_words,dict_hits,ShortTerm,ShortTermSent,name,industry,soe,size,lev,age,roa,rd_intensity,latent_shortterm
300023,2020,202,7,3.4653,21.0526,中新材科技,电子元器件制造,0,21.848,0.545,8,0.069,3.822,0.2288
300023,2021,169,5,2.9586,20.0,中新材科技,电子元器件制造,0,22.031,0.219,9,0.04,3.964,0.0852
300023,2022,172,4,2.3256,18.75,中新材科技,电子元器件制造,0,21.894,0.316,10,0.059,4.965,-0.2921
300023,2023,200,7,3.5,22.2222,中新材科技,电子元器件制造,0,22.028,0.237,11,-0.018,4.264,-0.301
300026,2019,194,6,3.0928,16.6667,天电子科技,化学原料制造,0,21.324,0.568,25,-0.036,4.958,-0.1136
300026,2020,183,6,3.2787,22.2222,天电子科技,化学原料制造,0,21.71,0.297,26,0.025,4.072,0.2107
300026,2021,191,5,2.6178,15.7895,天电子科技,化学原料制造,0,21.429,0.629,27,-0.019,4.859,-0.2184
300026,2022,168,2,1.1905,13.3333,天电子科技,化学原料制造,0,21.903,0.715,28,0.054,4.068,-0.1242
300026,2023,174,4,2.2989,25.0,天电子科技,化学原料制造,0,21.951,0.266,29,-0.026,2.34,-0.0452
300029,2019,161,3,1.8634,13.3333,恒智造实业,电子元器件制造,1,23.358,0.381,19,-0.036,6.142,-1.0732
300029,2020,171,5,2.924,18.75,恒智造实业,电子元器件制造,1,23.589,0.432,20,-0.01,4.226,-0.7889
300029,2021,148,3,2.027,21.4286,恒智造实业,电子元器件制造,1,23.629,0.28,21,0.029,5.423,-0.9691
300029,2022,134,4,2.9851,23.0769,恒智造实业,电子元器件制造,1,23.351,0.508,22,0.044,4.264,-0.6326
300029,2023,186,4,2.1505,12.5,恒智造实业,电子元器件制造,1,23.79,0.478,23,0.004,3.891,-0.089
300032,2019,196,10,5.102,27.7778,利智造科技,化学原料制造,0,22.011,0.351,14,0.018,5.114,0.4192
300032,2020,204,7,3.4314,27.7778,利智造科技,化学原料制造,0,22.15,0.637,15,0.069,2.374,0.4142
300032,2021,180,7,3.8889,29.4118,利智造科技,化学原料制造,0,22.049,0.379,16,-0.013,3.799,0.654
300032,2022,185,10,5.4054,29.4118,利智造科技,化学原料制造,0,22.232,0.265,17,-0.057,1.481,0.9977
300032,2023,168,1,0.5952,6.6667,利智造科技,化学原料制造,0,22.184,0.398,18,0.102,5.144,0.4498
300035,2019,178,4,2.2472,17.6471,北动力制造,电子元器件制造,0,22.389,0.346,9,0.035,5.458,-0.9858
300035,2020,176,7,3.9773,25.0,北动力制造,电子元器件制造,0,22.324,0.453,10,0.099,4.157,-0.5122
300035,2021,203,6,2.9557,21.0526,北动力制造,电子元器件制造,0,22.278,0.489,11,0.023,4.465,-0.1733
300035,2022,206,5,2.4272,22.2222,北动力制造,电子元器件制造,0,22.474,0.397,12,0.031,4.541,-0.2524
300035,2023,198,3,1.5152,10.5263,北动力制造,电子元器件制造,0,22.574,0.208,13,-0.025,4.646,-0.5691
300038,2019,223,6,2.6906,20.0,中电子制造,电子元器件制造,1,21.131,0.474,25,0.004,4.774,-0.5021
300038,2020,192,7,3.6458,22.2222,中电子制造,电子元器件制造,1,21.165,0.444,26,0.054,3.134,0.4867
300038,2021,190,4,2.1053,17.6471,中电子制造,电子元器件制造,1,21.256,0.348,27,0.117,3.601,-0.1755
300038,2022,202,4,1.9802,21.0526,中电子制造,电子元器件制造,1,21.294,0.607,28,-0.005,3.976,-0.4298
300038,2023,226,5,2.2124,15.0,中电子制造,电子元器件制造,1,21.481,0.355,29,0.029,4.633,-0.3101
300041,2019,178,12,6.7416,35.2941,东电子实业,医药制造,0,22.307,0.506,8,0.062,2.43,0.5225
300041,2020,150,6,4.0,28.5714,东电子实业,医药制造,0,22.321,0.404,9,0.139,3.738,0.1465
300041,2021,220,9,4.0909,25.0,东电子实业,医药制造,0,22.278,0.455,10,0.055,5.167,0.3372
300041,2022,171,4,2.3392,20.0,东电子实业,医药制造,0,22.398,0.456,11,-0.012,4.106,0.3926
300041,2023,172,7,4.0698,25.0,东电子实业,医药制造,0,22.496,0.469,12,0.023,3.778,0.1593
300044,2019,152,4,2.6316,21.4286,华新材股份,汽车零部件制造,0,19.931,0.192,16,0.065,3.42,-0.3576
300044,2020,197,6,3.0457,22.2222,华新材股份,汽车零部件制造,0,19.785,0.229,17,0.037,3.117,-0.1397
300044,2021,156,5,3.2051,20.0,华新材股份,汽车零部件制造,0,20.023,0.05,18,0.119,4.02,-0.4403
300044,2022,165,5,3.0303,25.0,华新材股份,汽车零部件制造,0,20.251,0.379,19,-0.012,3.049,-0.4277
300044,2023,178,3,1.6854,12.5,华新材股份,汽车零部件制造,0,20.279,0.481,20,0.016,4.14,-0.3441
300047,2019,172,6,3.4884,23.5294,天精工实业,医药制造,0,18.935,0.355,25,-0.044,6.506,-1.357
300047,2020,152,4,2.6316,14.2857,天精工实业,医药制造,0,19.084,0.466,26,-0.041,4.099,-1.0355
300047,2021,151,4,2.649,21.4286,天精工实业,医药制造,0,19.088,0.403,27,0.06,2.788,-0.5506
300047,2022,158,3,1.8987,13.3333,天精工实业,医药制造,0,19.449,0.38,28,0.187,1.876,-0.8197
300047,2023,165,4,2.4242,20.0,天精工实业,医药制造,0,19.285,0.365,29,-0.094,4.713,-0.4685
300050,2019,208,4,1.9231,21.0526,华智造科技,医药制造,0,21.595,0.391,6,0.11,3.824,-0.3528
300050,2020,170,5,2.9412,20.0,华智造科技,医药制造,0,21.523,0.391,7,0.023,4.389,-0.202
300050,2021,173,10,5.7803,31.25,华智造科技,医药制造,0,21.866,0.337,8,0.073,5.061,0.4543
300050,2022,182,6,3.2967,18.75,华智造科技,医药制造,0,21.813,0.493,9,0.144,3.688,0.117
300050,2023,180,7,3.8889,23.5294,华智造科技,医药制造,0,21.72,0.247,10,0.047,5.051,0.3216
300053,2019,224,6,2.6786,21.0526,康新材制造,专用设备制造,0,22.489,0.63,9,0.052,4.753,0.6763
300053,2020,202,6,2.9703,21.0526,康新材制造,专用设备制造,0,22.336,0.471,10,0.03,4.99,0.5082
300053,2021,144,6,4.1667,28.5714,康新材制造,专用设备制造,0,22.879,0.479,11,-0.04,5.963,0.2542
300053,2022,174,6,3.4483,25.0,康新材制造,专用设备制造,0,22.642,0.655,12,-0.016,4.141,-0.3089
300053,2023,208,5,2.4038,15.7895,康新材制造,专用设备制造,0,22.901,0.47,13,0.042,6.66,-0.4476
300056,2019,191,8,4.1885,27.7778,瑞电子制造,化学原料制造,1,23.828,0.476,25,0.134,4.449,0.8693
300056,2020,216,6,2.7778,20.0,瑞电子制造,化学原料制造,1,23.929,0.474,26,0.107,5.502,0.336
300056,2021,189,7,3.7037,23.5294,瑞电子制造,化学原料制造,1,23.787,0.388,27,-0.041,4.052,0.1991
300056,2022,176,6,3.4091,25.0,瑞电子制造,化学原料制造,1,23.987,0.652,28,0.064,4.564,0.154
300056,2023,211,8,3.7915,21.0526,瑞电子制造,化学原料制造,1,24.106,0.69,29,0.226,3.945,0.2713
300059,2019,144,4,2.7778,15.3846,中电子科技,电子元器件制造,0,21.909,0.314,25,0.052,6.753,-0.9579
300059,2020,168,5,2.9762,25.0,中电子科技,电子元器件制造,0,21.986,0.494,26,0.054,5.606,-0.3647
300059,2021,167,4,2.3952,12.5,中电子科技,电子元器件制造,0,22.366,0.598,27,0.084,5.208,-0.8242
300059,2022,146,3,2.0548,14.2857,中电子科技,电子元器件制造,0,22.464,0.453,28,0.034,5.854,-0.6631
300059,2023,162,4,2.4691,13.3333,中电子科技,电子元器件制造,0,22.105,0.588,29,-0.012,5.892,-1.2561
300062,2019,144,4,2.7778,15.3846,华光电股份,医药制造,0,21.564,0.696,9,0.029,5.285,-0.8871
300062,2020,176,5,2.8409,25.0,华光电股份,医药制造,0,21.629,0.36,10,-0.002,6.012,-1.1499
300062,2021,188,3,1.5957,17.6471,华光电股份,医药制造,0,21.468,0.399,11,0.022,5.144,-0.7403
300062,2022,151,4,2.649,21.4286,华光电股份,医药制造,0,21.451,0.374,12,-0.049,3.461,-0.8403
300062,2023,139,3,2.1583,7.6923,华光电股份,医药制造,0,21.664,0.38,13,0.037,4.262,-0.7664
300065,2019,198,6,3.0303,15.7895,宏新材科技,汽车零部件制造,0,22.248,0.333,20,0.116,4.827,0.2191
300065,2020,196,5,2.551,17.6471,宏新材科技,汽车零部件制造,0,22.412,0.672,21,-0.047,4.658,-0.1691
300065,2021,178,5,2.809,17.6471,宏新材科技,汽车零部件制造,0,22.63,0.817,22,0.068,4.274,-0.0858
300065,2022,189,4,2.1164,17.6471,宏新材科技,汽车零部件制造,0,22.382,0.317,23,0.099,3.415,-0.1117
300065,2023,161,6,3.7267,20.0,宏新材科技,汽车零部件制造,0,22.738,0.541,24,0.059,6.879,-0.2645
300068,2019,173,4,2.3121,18.75,恒医化股份,汽车零部件制造,0,21.444,0.628,21,0.121,3.538,-0.2791
300068,2020,146,3,2.0548,14.2857,恒医化股份,汽车零部件制造,0,21.325,0.109,22,0.002,3.814,-0.0168
300068,2021,189,4,2.1164,17.6471,恒医化股份,汽车零部件制造,0,21.453,0.465,23,0.076,5.305,-0.4177
300068,2022,184,8,4.3478,23.5294,恒医化股份,汽车零部件制造,0,21.591,0.632,24,0.016,3.619,-0.1804
300068,2023,177,7,3.9548,18.75,恒医化股份,汽车零部件制造,0,21.503,0.624,25,0.108,5.34,-0.573
300071,2019,185,4,2.1622,17.6471,恒医化科技,专用设备制造,1,23.247,0.189,16,-0.055,4.911,-0.0045
300071,2020,176,5,2.8409,18.75,恒医化科技,专用设备制造,1,23.04,0.459,17,0.117,3.2,0.6516
300071,2021,187,8,4.2781,27.7778,恒医化科技,专用设备制造,1,23.403,0.617,18,0.047,5.734,0.4175
300071,2022,173,6,3.4682,25.0,恒医化科技,专用设备制造,1,23.253,0.12,19,-0.019,4.163,0.4421
300071,2023,175,9,5.1429,25.0,恒医化科技,专用设备制造,1,23.223,0.423,20,0.032,3.937,0.6301
300074,2019,198,10,5.0505,27.7778,康动力制造,专用设备制造,0,20.759,0.629,19,-0.039,4.407,-0.2075
300074,2020,180,8,4.4444,26.6667,康动力制造,专用设备制造,0,20.626,0.713,20,-0.062,5.058,-0.5209
300074,2021,203,6,2.9557,16.6667,康动力制造,专用设备制造,0,20.853,0.239,21,0.053,3.927,-0.211
300074,2022,210,6,2.8571,21.0526,康动力制造,专用设备制造,0,20.772,0.339,22,-0.007,1.679,0.5829
300074,2023,129,5,3.876,30.7692,康动力制造,专用设备制造,0,20.829,0.657,23,0.043,2.865,0.6837
300077,2019,156,6,3.8462,26.6667,晟环科制造,电子元器件制造,1,21.755,0.509,14,-0.006,3.242,0.8727
300077,2020,191,8,4.1885,29.4118,晟环科制造,电子元器件制造,1,21.746,0.602,15,0.009,3.738,0.69
300077,2021,182,7,3.8462,25.0,晟环科制造,电子元器件制造,1,21.808,0.419,16,0.083,4.965,0.2208
300077,2022,220,7,3.1818,30.0,晟环科制造,电子元器件制造,1,21.981,0.319,17,0.021,4.676,0.3871
300077,2023,198,7,3.5354,22.2222,晟环科制造,电子元器件制造,1,21.935,0.331,18,0.055,4.645,0.3144
300080,2019,181,6,3.3149,29.4118,金医化实业,汽车零部件制造,0,20.983,0.515,9,0.096,1.868,1.916
300080,2020,200,10,5.0,31.5789,金医化实业,汽车零部件制造,0,21.189,0.271,10,0.07,1.432,1.1842
300080,2021,203,10,4.9261,36.8421,金医化实业,汽车零部件制造,0,21.434,0.345,11,0.094,1.847,1.8241
300080,2022,202,8,3.9604,31.5789,金医化实业,汽车零部件制造,0,21.185,0.419,12,0.031,1.33,1.3914
300080,2023,189,7,3.7037,17.6471,金医化实业,汽车零部件制造,0,21.384,0.44,13,-0.036,3.237,0.804
300083,2019,205,12,5.8537,33.3333,华精工股份,医药制造,0,20.61,0.316,9,0.015,2.648,0.4542
300083,2020,184,7,3.8043,23.5294,华精工股份,医药制造,0,20.875,0.481,10,0.084,2.714,0.0683
300083,2021,214,8,3.7383,28.5714,华精工股份,医药制造,0,21.153,0.627,11,0.133,2.177,0.6756
300083,2022,173,4,2.3121,25.0,华精工股份,医药制造,0,21.039,0.312,12,-0.077,4.029,0.4852
300083,2023,169,7,4.142,25.0,华精工股份,医药制造,0,21.003,0.258,13,0.036,2.324,0.1778
300086,2019,184,6,3.2609,17.6471,华环科制造,专用设备制造,1,20.756,0.318,20,-0.013,2.872,-0.0927
300086,2020,154,6,3.8961,21.4286,华环科制造,专用设备制造,1,21.217,0.256,21,0.028,3.215,-0.0401
300086,2021,206,6,2.9126,22.2222,华环科制造,专用设备制造,1,20.963,0.257,22,0.001,6.122,-0.5864
300086,2022,198,7,3.5354,22.2222,华环科制造,专用设备制造,1,21.036,0.501,23,0.024,6.483,-0.4132
300086,2023,211,6,2.8436,21.0526,华环科制造,专用设备制造,1,20.728,0.388,24,0.013,4.67,-0.3134
300089,2019,177,3,1.6949,18.75,利智造制造,医药制造,0,20.814,0.576,16,0.039,4.57,-0.717
300089,2020,157,6,3.8217,26.6667,利智造制造,医药制造,0,20.675,0.529,17,0.049,3.875,-0.4309
300089,2021,196,9,4.5918,26.3158,利智造制造,医药制造,0,20.802,0.23,18,-0.001,5.125,0.1275
300089,2022,192,7,3.6458,31.25,利智造制造,医药制造,0,20.823,0.517,19,0.088,3.539,0.162
300089,2023,210,6,2.8571,25.0,利智造制造,医药制造,0,20.749,0.318,20,0.032,2.605,0.4212
300092,2019,186,11,5.914,31.25,金动力制造,医药制造,1,22.566,0.686,13,-0.014,3.426,0.9456
300092,2020,172,10,5.814,31.25,金动力制造,医药制造,1,22.787,0.445,14,0.03,3.925,0.8251
300092,2021,178,6,3.3708,23.5294,金动力制造,医药制造,1,22.814,0.159,15,0.052,4.733,0.388
300092,2022,170,7,4.1176,20.0,金动力制造,医药制造,1,22.925,0.552,16,0.035,5.637,-0.0592
300092,2023,201,7,3.4826,21.0526,金动力制造,医药制造,1,22.936,0.44,17,0.083,5.151,-0.0036
300095,2019,147,7,4.7619,28.5714,南智造股份,医药制造,0,21.343,0.263,23,0.075,1.84,0.01
300095,2020,175,4,2.2857,18.75,南智造股份,医药制造,0,21.513,0.431,24,0.145,3.691,-0.3532
300095,2021,171,6,3.5088,18.75,南智造股份,医药制造,0,21.449,0.444,25,-0.008,4.176,-0.5391
300095,2022,174,3,1.7241,12.5,南智造股份,医药制造,0,21.647,0.553,26,0.014,5.421,-0.5196
300095,2023,146,5,3.4247,21.4286,南智造股份,医药制造,0,21.398,0.344,27,0.017,3.989,-0.3691
300098,2019,211,7,3.3175,20.0,晟电子制造,汽车零部件制造,0,22.947,0.473,10,-0.037,6.426,-0.4809
300098,2020,215,3,1.3953,10.5263,晟电子制造,汽车零部件制造,0,23.036,0.319,11,0.057,5.868,-0.7512
300098,2021,185,3,1.6216,12.5,晟电子制造,汽车零部件制造,0,23.08,0.355,12,0.044,7.382,-0.846
300098,2022,193,5,2.5907,17.6471,晟电子制造,汽车零部件制造,0,23.029,0.307,13,-0.088,4.889,-0.7769
300098,2023,191,5,2.6178,16.6667,晟电子制造,汽车零部件制造,0,23.413,0.49,14,-0.015,6.135,-0.7031
300101,2019,174,7,4.023,25.0,南精工制造,专用设备制造,1,23.437,0.502,25,0.101,4.548,0.0036
300101,2020,206,6,2.9126,26.3158,南精工制造,专用设备制造,1,23.829,0.718,26,0.022,6.985,0.1082
300101,2021,126,5,3.9683,30.7692,南精工制造,专用设备制造,1,23.937,0.527,27,-0.019,4.241,0.3304
300101,2022,176,6,3.4091,20.0,南精工制造,专用设备制造,1,23.94,0.488,28,0.098,5.238,0.1802
300101,2023,194,5,2.5773,16.6667,南精工制造,专用设备制造,1,23.868,0.425,29,0.095,5.109,-0.2259
300104,2019,197,6,3.0457,22.2222,中智造股份,电子元器件制造,0,20.007,0.378,20,0.031,2.542,0.351
300104,2020,148,4,2.7027,20.0,中智造股份,电子元器件制造,0,19.847,0.381,21,0.072,3.241,-0.004
300104,2021,183,8,4.3716,27.7778,中智造股份,电子元器件制造,0,20.17,0.556,22,0.089,4.428,-0.1545
300104,2022,182,5,2.7473,23.5294,中智造股份,电子元器件制造,0,20.272,0.486,23,0.009,3.813,-0.5136
300104,2023,145,4,2.7586,21.4286,中智造股份,电子元器件制造,0,20.386,0.313,24,-0.041,4.127,-0.2234
300107,2019,200,6,3.0,15.7895,金电子科技,专用设备制造,0,23.605,0.422,20,0.023,5.449,-0.5097
300107,2020,215,7,3.2558,25.0,金电子科技,专用设备制造,0,23.67,0.309,21,0.064,5.573,-0.047
300107,2021,178,3,1.6854,18.75,金电子科技,专用设备制造,0,23.664,0.52,22,0.113,5.87,0.2538
300107,2022,206,5,2.4272,21.0526,金电子科技,专用设备制造,0,23.735,0.491,23,0.103,5.559,-0.0337
300107,2023,203,4,1.9704,16.6667,金电子科技,专用设备制造,0,23.815,0.431,24,0.073,5.251,-0.029
300110,2019,202,7,3.4653,21.0526,康精工实业,专用设备制造,0,23.291,0.38,20,0.049,5.257,0.4991
300110,2020,196,4,2.0408,16.6667,康精工实业,专用设备制造,0,23.49,0.38,21,-0.023,4.911,0.2222
300110,2021,181,5,2.7624,25.0,康精工实业,专用设备制造,0,23.406,0.365,22,0.043,3.61,0.3637
300110,2022,163,4,2.454,13.3333,康精工实业,专用设备制造,0,23.619,0.367,23,0.077,4.963,0.1036
300110,2023,169,5,2.9586,26.6667,康精工实业,专用设备制造,0,23.315,0.419,24,-0.017,2.639,0.7353
300113,2019,180,5,2.7778,18.75,晟动力实业,电子元器件制造,0,23.439,0.555,9,0.124,3.845,0.2491
300113,2020,167,6,3.5928,18.75,晟动力实业,电子元器件制造,0,23.605,0.589,10,0.125,4.484,0.2836
300113,2021,197,8,4.0609,26.3158,晟动力实业,电子元器件制造,0,23.861,0.396,11,0.01,3.709,-0.1062
300113,2022,191,6,3.1414,23.5294,晟动力实业,电子元器件制造,0,23.632,0.178,12,0.046,6.275,-0.2723
300113,2023,189,5,2.6455,17.6471,晟动力实业,电子元器件制造,0,23.502,0.289,13,0.025,6.036,-0.0398
300116,2019,186,6,3.2258,23.5294,泰光电科技,专用设备制造,1,21.655,0.376,21,0.045,4.832,-0.1491
300116,2020,196,4,2.0408,16.6667,泰光电科技,专用设备制造,1,21.545,0.05,22,-0.035,2.744,-0.0509
300116,2021,173,10,5.7803,35.2941,泰光电科技,专用设备制造,1,21.849,0.694,23,0.06,4.519,0.0301
300116,2022,183,6,3.2787,23.5294,泰光电科技,专用设备制造,1,21.514,0.507,24,0.058,5.661,-0.2087
300116,2023,202,4,1.9802,16.6667,泰光电科技,专用设备制造,1,21.899,0.438,25,0.014,3.017,-0.2746
300119,2019,169,11,6.5089,31.25,金智控科技,专用设备制造,1,22.484,0.382,18,-0.005,2.996,1.2207
300119,2020,161,5,3.1056,23.5294,金智控科技,专用设备制造,1,22.9,0.448,19,-0.008,3.472,0.8541
300119,2021,172,7,4.0698,25.0,金智控科技,专用设备制造,1,22.811,0.604,20,0.025,4.666,0.9865
300119,2022,204,9,4.4118,27.7778,金智控科技,专用设备制造,1,23.065,0.534,21,0.026,4.01,0.4447
300119,2023,187,6,3.2086,23.5294,金智控科技,专用设备制造,1,22.937,0.201,22,0.061,5.069,0.2008
600003,2019,180,5,2.7778,18.75,东装备制造,汽车零部件制造,0,21.05,0.373,15,0.079,1.265,0.9433
600003,2020,173,8,4.6243,25.0,东装备制造,汽车零部件制造,0,20.609,0.284,16,0.035,3.457,0.0952
600003,2021,174,5,2.8736,18.75,东装备制造,汽车零部件制造,0,20.935,0.431,17,-0.012,3.769,-0.5179
600003,2022,191,7,3.6649,22.2222,东装备制造,汽车零部件制造,0,20.64,0.585,18,0.096,2.975,-0.0864
600003,2023,159,5,3.1447,13.3333,东装备制造,汽车零部件制造,0,21.121,0.324,19,0.069,3.562,-0.0096
600006,2019,187,9,4.8128,33.3333,瑞新材科技,专用设备制造,0,21.471,0.239,24,0.055,3.749,0.6667
600006,2020,160,6,3.75,26.6667,瑞新材科技,专用设备制造,0,21.64,0.411,25,0.058,2.241,0.7041
600006,2021,170,2,1.1765,13.3333,瑞新材科技,专用设备制造,0,21.926,0.471,26,0.05,2.853,0.0477
600006,2022,134,4,2.9851,15.3846,瑞新材科技,专用设备制造,0,22.014,0.443,27,0.054,4.512,-0.5234
600006,2023,158,7,4.4304,26.6667,瑞新材科技,专用设备制造,0,21.797,0.463,28,0.002,1.586,0.4806
600009,2019,178,4,2.2472,17.6471,晟装备制造,专用设备制造,0,21.638,0.379,10,0.047,4.463,-0.567
600009,2020,206,4,1.9417,15.7895,晟装备制造,专用设备制造,0,22.063,0.306,11,0.164,4.31,-0.4833
600009,2021,145,3,2.069,23.0769,晟装备制造,专用设备制造,0,22.243,0.417,12,0.058,4.559,-0.7418
600009,2022,189,6,3.1746,17.6471,晟装备制造,专用设备制造,0,22.389,0.571,13,0.016,5.278,-0.8119
600009,2023,163,3,1.8405,20.0,晟装备制造,专用设备制造,0,22.238,0.592,14,0.027,4.324,-0.3041
600012,2019,202,7,3.4653,21.0526,北电子实业,专用设备制造,0,23.406,0.451,21,0.01,6.27,-1.2349
600012,2020,175,4,2.2857,12.5,北电子实业,专用设备制造,0,23.218,0.531,22,0.052,5.992,-0.9725
600012,2021,174,6,3.4483,23.5294,北电子实业,专用设备制造,0,23.395,0.422,23,0.029,4.903,-0.4996
600012,2022,184,4,2.1739,22.2222,北电子实业,专用设备制造,0,23.107,0.298,24,0.076,4.664,-0.3161
600012,2023,213,9,4.2254,26.3158,北电子实业,专用设备制造,0,23.328,0.431,25,0.046,4.675,-0.0773
600015,2019,139,6,4.3165,23.0769,天光电实业,电子元器件制造,0,21.742,0.171,15,-0.075,4.897,-0.3092
600015,2020,180,6,3.3333,18.75,天光电实业,电子元器件制造,0,21.73,0.389,16,-0.005,3.817,-0.0251
600015,2021,180,6,3.3333,23.5294,天光电实业,电子元器件制造,0,21.812,0.537,17,-0.06,3.087,0.1986
600015,2022,180,7,3.8889,29.4118,天光电实业,电子元器件制造,0,21.774,0.404,18,0.081,5.227,-0.3251
600015,2023,170,7,4.1176,26.6667,天光电实业,电子元器件制造,0,21.704,0.387,19,0.097,4.484,-0.2153
600018,2019,211,6,2.8436,20.0,宏智造实业,化学原料制造,0,22.579,0.514,23,0.082,6.429,0.1718
600018,2020,184,6,3.2609,23.5294,宏智造实业,化学原料制造,0,22.597,0.464,24,0.007,4.334,-0.3514
600018,2021,160,3,1.875,12.5,宏智造实业,化学原料制造,0,22.348,0.274,25,0.066,6.145,-0.2517
600018,2022,183,8,4.3716,25.0,宏智造实业,化学原料制造,0,22.751,0.449,26,0.074,3.505,0.0028
600018,2023,177,6,3.3898,18.75,宏智造实业,化学原料制造,0,22.589,0.538,27,0.067,3.423,0.1764
600021,2019,156,5,3.2051,21.4286,晟动力科技,专用设备制造,0,21.139,0.511,24,0.068,3.991,-1.0446
600021,2020,176,6,3.4091,25.0,晟动力科技,专用设备制造,0,21.455,0.329,25,0.063,6.25,-1.0419
600021,2021,195,4,2.0513,11.1111,晟动力科技,专用设备制造,0,21.257,0.369,26,0.049,4.945,-0.6428
600021,2022,161,6,3.7267,20.0,晟动力科技,专用设备制造,0,21.014,0.366,27,0.087,4.671,-0.5203
600021,2023,180,8,4.4444,25.0,晟动力科技,专用设备制造,0,21.638,0.477,28,0.096,4.259,-0.1097
600024,2019,229,7,3.0568,25.0,威医化制造,医药制造,0,23.534,0.6,11,0.085,5.12,0.1771
600024,2020,185,5,2.7027,23.5294,威医化制造,医药制造,0,23.841,0.345,12,-0.052,5.055,0.1524
600024,2021,182,5,2.7473,17.6471,威医化制造,医药制造,0,23.778,0.477,13,0.073,6.13,0.3176
600024,2022,193,5,2.5907,22.2222,威医化制造,医药制造,0,24.082,0.09,14,0.012,4.455,0.1486
600024,2023,167,5,2.994,18.75,威医化制造,医药制造,0,23.926,0.217,15,0.093,5.292,0.125
600027,2019,204,6,2.9412,15.7895,北医化实业,电子元器件制造,1,23.723,0.321,6,0.112,5.11,-0.7689
600027,2020,164,3,1.8293,14.2857,北医化实业,电子元器件制造,1,24.076,0.097,7,0.055,6.871,-0.9726
600027,2021,189,9,4.7619,23.5294,北医化实业,电子元器件制造,1,24.068,0.465,8,0.106,5.603,-0.2184
600027,2022,208,5,2.4038,16.6667,北医化实业,电子元器件制造,1,24.107,0.384,9,-0.045,7.005,-0.3395
600027,2023,156,2,1.2821,7.1429,北医化实业,电子元器件制造,1,24.302,0.464,10,0.126,6.834,-0.3895
600030,2019,183,6,3.2787,23.5294,北环科制造,电子元器件制造,0,22.204,0.335,10,0.072,1.466,0.5909
600030,2020,160,8,5.0,26.6667,北环科制造,电子元器件制造,0,22.351,0.675,11,0.119,2.413,0.6328
600030,2021,240,8,3.3333,23.8095,北环科制造,电子元器件制造,0,22.607,0.628,12,0.038,3.31,0.6842
600030,2022,211,12,5.6872,27.7778,北环科制造,电子元器件制造,0,22.638,0.4,13,0.045,5.125,0.7071
600030,2023,209,3,1.4354,10.5263,北环科制造,电子元器件制造,0,22.76,0.316,14,-0.041,3.821,0.4188
600033,2019,186,3,1.6129,11.7647,华新材实业,电子元器件制造,1,22.825,0.506,13,-0.033,5.028,-0.5248
600033,2020,202,7,3.4653,22.2222,华新材实业,电子元器件制造,1,22.833,0.479,14,0.141,3.995,-0.017
600033,2021,159,4,2.5157,13.3333,华新材实业,电子元器件制造,1,22.628,0.442,15,-0.019,3.87,0.3295
600033,2022,215,9,4.186,15.7895,华新材实业,电子元器件制造,1,22.626,0.747,16,0.026,5.443,-0.562
600033,2023,172,7,4.0698,25.0,华新材实业,电子元器件制造,1,22.76,0.426,17,-0.017,5.086,-0.4561
600036,2019,199,5,2.5126,16.6667,威动力科技,汽车零部件制造,0,21.646,0.329,24,0.1,5.34,0.1535
600036,2020,220,9,4.0909,20.0,威动力科技,汽车零部件制造,0,22.155,0.42,25,0.131,4.22,-0.2738
600036,2021,181,3,1.6575,11.7647,威动力科技,汽车零部件制造,0,21.842,0.315,26,0.088,5.245,-0.3994
600036,2022,180,5,2.7778,25.0,威动力科技,汽车零部件制造,0,21.977,0.621,27,0.021,5.009,-0.5449
600036,2023,215,6,2.7907,15.7895,威动力科技,汽车零部件制造,0,22.3,0.342,28,-0.034,3.518,0.1801
600039,2019,195,8,4.1026,33.3333,金动力制造,医药制造,0,21.625,0.517,11,0.06,3.506,0.8728
600039,2020,175,7,4.0,25.0,金动力制造,医药制造,0,21.503,0.214,12,-0.021,3.414,0.3653
600039,2021,144,3,2.0833,14.2857,金动力制造,医药制造,0,21.631,0.179,13,0.109,4.037,-0.481
600039,2022,223,5,2.2422,19.0476,金动力制造,医药制造,0,21.867,0.286,14,0.026,5.784,-0.5899
600039,2023,205,6,2.9268,21.0526,金动力制造,医药制造,0,21.996,0.353,15,-0.109,4.683,-0.289
600042,2019,204,5,2.451,26.3158,宏精工科技,化学原料制造,0,20.508,0.237,15,0.06,1.564,0.8634
600042,2020,184,4,2.1739,23.5294,宏精工科技,化学原料制造,0,20.406,0.307,16,0.063,2.543,0.3735
600042,2021,182,4,2.1978,17.6471,宏精工科技,化学原料制造,0,20.341,0.597,17,-0.005,2.777,0.0977
600042,2022,175,7,4.0,26.6667,宏精工科技,化学原料制造,0,20.391,0.358,18,0.118,3.441,0.0458
600042,2023,177,4,2.2599,17.6471,宏精工科技,化学原料制造,0,20.392,0.549,19,0.039,3.634,-0.123
600045,2019,217,9,4.1475,26.3158,瑞环科制造,医药制造,0,22.566,0.429,10,-0.027,3.819,0.9405
600045,2020,191,8,4.1885,27.7778,瑞环科制造,医药制造,0,22.322,0.207,11,0.023,4.087,0.2074
600045,2021,164,6,3.6585,20.0,瑞环科制造,医药制造,0,22.635,0.524,12,0.089,4.899,-0.3504
